Id,PostTypeId,Score,AcceptedAnswerId
60733,2,1,NULL
60735,2,9,NULL
60736,1,73,60792
60737,2,5,NULL
60738,2,10,NULL
60740,1,10,60756
60741,2,-3,NULL
60744,2,2,NULL
60745,2,0,NULL
60746,2,2,NULL
60747,2,3,NULL
60748,2,2,NULL
60749,2,4,NULL
60750,2,1,NULL
60751,1,3,60790
60752,2,3,NULL
60753,2,26,NULL
60754,2,4,NULL
60756,2,4,NULL
60757,1,4,74605
60758,2,0,NULL
60759,2,2,NULL
60762,2,2,NULL
60763,1,36,174559
60764,1,117,60775
60765,2,120,NULL
60766,2,52,NULL
60767,2,5,NULL
60768,1,1,60781
60770,2,34,NULL
60771,2,2,NULL
60772,1,23,60777
60773,2,1,NULL
60774,2,2,NULL
60775,2,79,NULL
60776,2,6,NULL
60777,2,1,NULL
60778,2,10,NULL
60779,1,9,60782
60781,2,2,NULL
60782,2,14,NULL
60783,2,3,NULL
60785,1,0,61017
60786,2,26,NULL
60787,2,3,NULL
60788,1,2,60798
60790,2,5,NULL
60792,2,113,NULL
60794,1,1,61070
60796,2,7,NULL
60797,2,0,NULL
60798,2,3,NULL
60800,1,0,NULL
60802,1,6,86686
60803,2,2,NULL
60805,1,39,60815
60806,2,138,NULL
60807,2,5,NULL
60811,2,-4,NULL
60812,2,3,NULL
60813,2,6,NULL
60815,2,50,NULL
60820,1,12,NULL
60821,2,0,NULL
60822,1,1,NULL
60823,1,8,60838
60824,2,28,NULL
60825,1,7,60851
60828,2,0,NULL
60829,2,2,NULL
60830,1,28,60850
60831,2,96,NULL
60832,2,0,NULL
60833,2,2,NULL
60834,2,7,NULL
60835,2,14,NULL
60836,2,0,NULL
60837,2,3,NULL
60838,2,3,NULL
60839,2,7,NULL
60840,2,1,NULL
60843,2,1,NULL
60848,1,33,60862
60849,2,1,NULL
60850,2,18,NULL
60851,2,6,NULL
60852,2,5,NULL
60853,2,0,NULL
60854,2,1,NULL
60855,2,3,NULL
60857,1,21,60875
60859,1,2,NULL
60861,2,3,NULL
60862,2,36,NULL
60864,2,3,NULL
60865,2,1,NULL
60866,2,4,NULL
60867,2,2,NULL
60868,2,2,NULL
60869,2,3,NULL
60870,2,0,NULL
60871,1,40,61061
60873,2,5,NULL
60874,1,9,60887
60875,2,29,NULL
60876,2,1,NULL
60877,1,10,60882
60878,1,15,65439
60879,2,2,NULL
60882,2,22,NULL
60883,2,1,NULL
60884,2,0,NULL
60885,2,1,NULL
60886,2,2,NULL
60887,2,9,NULL
60888,1,10,NULL
60889,2,0,NULL
60890,2,8,NULL
60891,2,1,NULL
60892,2,2,NULL
60893,1,0,60901
60895,2,2,NULL
60896,2,2,NULL
60897,2,1,NULL
60899,2,0,NULL
60901,2,1,NULL
60902,2,1,NULL
60903,2,0,NULL
60904,1,96,60905
60905,2,25,NULL
60906,2,1,NULL
60907,2,175,NULL
60910,1,8,60948
60911,2,14,NULL
60912,2,1,NULL
60913,2,4,NULL
60914,2,90,NULL
60915,2,1,NULL
60916,2,1,NULL
60917,2,0,NULL
60918,1,24,NULL
60919,1,27,60934
60920,1,2,60924
60922,2,2,NULL
60924,2,5,NULL
60925,2,2,NULL
60930,2,10,NULL
60932,1,5,NULL
60934,2,62,NULL
60936,2,2,NULL
60938,2,0,NULL
60939,1,25,60965
60940,2,4,NULL
60941,2,4,NULL
60942,1,43,60955
60943,2,1,NULL
60944,1,0,61029
60945,2,8,NULL
60946,2,2,NULL
60947,2,0,NULL
60948,2,4,NULL
60949,2,1,NULL
60950,1,317,10904494
60952,2,100,NULL
60954,2,2,NULL
60955,2,68,NULL
60956,2,35,NULL
60958,2,9,NULL
60959,2,7,NULL
60960,2,8,NULL
60961,2,2,NULL
60963,2,1,NULL
60964,2,0,NULL
60965,2,15,NULL
60966,2,1,NULL
60967,1,1,61144
60968,2,0,NULL
60969,2,10,NULL
60972,1,2,61304
60973,1,-1,60999
60974,2,0,NULL
60977,1,0,61105
60978,2,2,NULL
60981,2,2,NULL
60982,2,1,NULL
60983,2,1,NULL
60984,2,0,NULL
60985,2,1,NULL
60986,2,1,NULL
60987,2,7,NULL
60988,2,1,NULL
60989,2,1,NULL
60992,2,0,NULL
60995,1,1,NULL
60999,2,6,NULL
61000,1,6,4540307
61002,1,44,62303
61003,2,0,NULL
61004,2,8,NULL
61005,1,1,61044
61007,2,5,NULL
61008,1,10,61019
61009,2,0,NULL
61012,1,34,61013
61013,2,6,NULL
61015,2,1,NULL
61016,2,5,NULL
61017,2,1,NULL
61018,2,3,NULL
61019,2,13,NULL
61020,2,3,NULL
61023,2,3,NULL
61025,2,3,NULL
61026,2,6,NULL
61027,2,0,NULL
61028,2,1,NULL
61029,2,1,NULL
61031,2,12,NULL
61032,2,3,NULL
61033,1,22,61039
61035,2,-1,NULL
61036,2,2,NULL
61037,2,-2,NULL
61038,2,47,NULL
61039,2,34,NULL
61040,2,0,NULL
61041,2,1,NULL
61042,2,16,NULL
61043,2,0,NULL
61044,2,5,NULL
61045,2,13,NULL
61048,2,0,NULL
61049,2,14,NULL
61050,2,3,NULL
61051,1,4,61414
61052,1,1,NULL
61053,2,1,NULL
61055,2,1,NULL
61057,1,1,71514
61058,2,1,NULL
61060,2,4,NULL
61061,2,28,NULL
61062,2,0,NULL
61067,2,4,NULL
61068,2,1,NULL
61069,2,0,NULL
61070,2,0,NULL
61071,1,3,61148
61073,1,5,354156
61076,2,1,NULL
61078,2,3,NULL
61079,2,7,NULL
61080,2,1,NULL
61081,2,0,NULL
61082,2,2,NULL
61084,1,30,61141
61085,1,7,61243
61086,2,4,NULL
61088,1,312,NULL
61089,2,6,NULL
61092,1,67,61171
61094,2,189,NULL
61096,2,6,NULL
61097,2,120,NULL
61099,2,1,NULL
61100,2,12,NULL
61101,2,6,NULL
61102,2,1,NULL
61103,2,7,NULL
61104,2,0,NULL
61105,2,1,NULL
61106,2,2,NULL
61107,2,6,NULL
61108,2,17,NULL
61109,1,16,NULL
61110,1,10,61134
61113,2,4,NULL
61114,2,3,NULL
61115,2,0,NULL
61117,2,2,NULL
61118,2,57,NULL
61119,2,4,NULL
61121,2,2,NULL
61123,2,1,NULL
61124,2,1,NULL
61125,2,145,NULL
61127,2,4,NULL
61128,2,0,NULL
61129,2,75,NULL
61131,2,10,NULL
61133,2,4,NULL
61134,2,5,NULL
61135,2,5,NULL
61138,2,47,NULL
61140,2,2,NULL
61141,2,37,NULL
61143,1,44,61257
61144,2,1,NULL
61145,2,1,NULL
61147,2,1,NULL
61148,2,1,NULL
61149,2,1,NULL
61150,1,21,61215
61151,1,203,NULL
61152,2,1,NULL
61153,2,3,NULL
61155,1,1,61200
61156,1,35,NULL
61157,2,3,NULL
61158,2,153,NULL
61159,2,0,NULL
61160,2,1,NULL
61161,2,4,NULL
61163,2,0,NULL
61164,2,0,NULL
61165,2,4,NULL
61167,2,0,NULL
61168,2,10,NULL
61169,2,28,NULL
61171,2,78,NULL
61173,2,146,NULL
61176,1,61,NULL
61177,2,1,NULL
61179,2,3,NULL
61180,1,0,61183
61182,2,0,NULL
61183,2,1,NULL
61185,2,6,NULL
61186,2,26,NULL
61187,2,3,NULL
61188,2,-2,NULL
61190,2,3,NULL
61191,1,1,NULL
61192,2,0,NULL
61193,2,33,NULL
61196,2,32,NULL
61197,2,3,NULL
61199,2,18,NULL
61200,2,5,NULL
61201,2,11,NULL
61203,2,2,NULL
61204,2,3,NULL
61205,2,3,NULL
61206,2,13,NULL
61210,2,11,NULL
61211,1,11,61218
61212,1,2183,64966
61213,2,41,NULL
61214,2,279,NULL
61215,2,4,NULL
61217,1,1,66448
61218,2,22,NULL
61219,1,30,61225
61220,2,2,NULL
61221,2,1,NULL
61222,2,0,NULL
61223,2,2,NULL
61224,2,0,NULL
61225,2,44,NULL
61226,2,0,NULL
61227,1,7,61229
61229,2,26,NULL
61230,2,2,NULL
61231,2,2,NULL
61232,2,4,NULL
61233,1,18,4671129
61234,2,1,NULL
61235,2,5,NULL
61237,2,3,NULL
61238,2,0,NULL
61239,2,3,NULL
61240,1,8,NULL
61241,2,2,NULL
61242,2,0,NULL
61243,2,8,NULL
61244,2,6,NULL
61246,2,3,NULL
61247,2,0,NULL
61248,2,3,NULL
61249,2,5,NULL
61250,1,51,NULL
61252,2,1,NULL
61253,1,21,61283
61256,1,2,61329
61257,2,46,NULL
61258,2,1,NULL
61259,2,1,NULL
61260,2,98,NULL
61262,1,13,61264
61264,2,21,NULL
61265,2,4,NULL
61266,2,16,NULL
61269,2,22,NULL
61270,2,0,NULL
61272,1,3,61277
61273,2,5,NULL
61274,2,7,NULL
61275,2,3,NULL
61277,2,2,NULL
61278,1,11,61279
61279,2,11,NULL
61280,2,0,NULL
61281,2,2,NULL
61282,2,0,NULL
61283,2,17,NULL
61284,2,0,NULL
61285,2,3,NULL
61287,2,1,NULL
61288,2,1,NULL
61289,1,10,NULL
61290,2,1,NULL
61291,2,0,NULL
61292,2,5,NULL
61293,2,2,NULL
61294,2,1,NULL
61295,2,0,NULL
61296,2,0,NULL
61298,2,1,NULL
61299,2,5,NULL
61300,2,14,NULL
61303,2,2,NULL
61304,2,1,NULL
61305,2,6,NULL
61306,2,0,NULL
61307,1,2,61450
61308,2,2,NULL
61309,2,1,NULL
61310,2,1,NULL
61311,1,0,460495
61312,2,0,NULL
61313,2,1,NULL
61314,2,1,NULL
61315,2,12,NULL
61316,2,15,NULL
61317,1,23,69453
61318,2,1,NULL
61319,2,2,NULL
61320,1,538,61618
61322,2,6,NULL
61324,1,27,NULL
61325,2,0,NULL
61326,2,2,NULL
61327,2,3,NULL
61328,2,22,NULL
61329,2,11,NULL
61330,2,3,NULL
61331,2,1,NULL
61334,2,0,NULL
61336,2,5,NULL
61338,2,0,NULL
61339,1,4,61468
61340,2,4,NULL
61341,1,22,61350
61342,1,8,61351
61344,2,2,NULL
61345,2,2,NULL
61346,1,4,61365
61347,2,0,NULL
61348,2,7,NULL
61349,2,0,NULL
61350,2,23,NULL
61351,2,7,NULL
61352,2,14,NULL
61353,2,-1,NULL
61354,1,3,1228834
61356,2,1,NULL
61357,1,15,61362
61358,2,0,NULL
61359,2,7,NULL
61360,2,5,NULL
61362,2,26,NULL
61363,2,0,NULL
61364,2,0,NULL
61365,2,5,NULL
61366,1,2,NULL
61369,2,2,NULL
61372,1,2,NULL
61377,2,0,NULL
61379,2,4,NULL
61380,2,14,NULL
61381,2,2,NULL
61382,2,1,NULL
61383,1,32,61411
61384,2,3,NULL
61385,2,9,NULL
61386,1,10,62524
61387,2,2,NULL
61388,2,2,NULL
61389,2,1,NULL
61390,2,1,NULL
61391,2,2,NULL
61393,2,2,NULL
61394,2,2,NULL
61398,2,0,NULL
61399,1,6,300912
61400,1,97,61868
61401,1,175,NULL
61402,1,1,61435
61403,2,21,NULL
61404,2,1,NULL
61405,1,8,62009
61406,2,0,NULL
61408,2,5,NULL
61410,2,17,NULL
61411,2,9,NULL
61412,2,42,NULL
61413,2,2,NULL
61414,2,9,NULL
61415,2,7,NULL
61416,2,7,NULL
61417,2,4,NULL
61418,1,9,61426
61420,2,0,NULL
61421,1,34,2135255
61422,2,2,NULL
61423,2,0,NULL
61424,2,1,NULL
61425,2,8,NULL
61426,2,6,NULL
61427,2,1,NULL
61428,2,1,NULL
61429,2,2,NULL
61430,2,1,NULL
61431,2,0,NULL
61432,1,5,61439
61433,2,4,NULL
61435,2,4,NULL
61437,1,39,NULL
61438,2,2,NULL
61439,2,1,NULL
61440,2,1,NULL
61441,2,9,NULL
61442,2,6,NULL
61443,1,3,NULL
61444,2,1,NULL
61445,2,4,NULL
61446,1,28,61447
61447,2,21,NULL
61448,2,7,NULL
61449,1,78,61455
61450,2,1,NULL
61451,1,19,67590
61452,2,2,NULL
61453,1,2,NULL
61454,2,20,NULL
61455,2,83,NULL
61456,1,12,66527
61457,2,2,NULL
61458,2,9,NULL
61460,2,4,NULL
61461,2,1,NULL
61462,2,3,NULL
61463,2,-1,NULL
61464,2,2,NULL
61465,2,1,NULL
61466,2,1,NULL
61468,2,4,NULL
61469,2,55,NULL
61477,2,11,NULL
61480,1,79,NULL
61481,2,1,NULL
61482,2,131,NULL
61484,2,2,NULL
61485,2,10,NULL
61486,1,4,61500
61487,1,32,61519
61489,2,168,NULL
61491,2,330,NULL
61492,2,8,NULL
61493,2,11,NULL
61494,2,23,NULL
61495,2,2,NULL
61496,2,2,NULL
61497,2,11,NULL
61499,1,3,NULL
61500,2,12,NULL
61503,2,91,NULL
61505,2,11,NULL
61510,2,26,NULL
61511,2,1,NULL
61517,1,117,62680
61518,2,-1,NULL
61519,2,31,NULL
61520,1,9,61526
61522,2,36,NULL
61524,1,11,61603
61526,2,7,NULL
61527,2,1,NULL
61528,2,2,NULL
61529,2,1,NULL
61530,2,2,NULL
61531,2,11,NULL
61533,2,2,NULL
61535,1,16,61546
61537,2,5,NULL
61538,2,6,NULL
61539,2,2,NULL
61544,2,4,NULL
61545,2,204,NULL
61546,2,19,NULL
61551,2,16,NULL
61552,1,266,NULL
61556,1,0,NULL
61559,1,88,61565
61561,2,1,NULL
61562,2,18,NULL
61564,2,6,NULL
61565,2,84,NULL
61566,2,10,NULL
61567,2,25,NULL
61569,2,4,NULL
61570,2,1,NULL
61571,2,54,NULL
61572,2,7,NULL
61574,2,15,NULL
61577,2,5,NULL
61578,2,1,NULL
61580,2,0,NULL
61581,2,0,NULL
61582,2,5,NULL
61584,2,8,NULL
61585,2,0,NULL
61586,2,32,NULL
61587,2,4,NULL
61588,2,5,NULL
61595,2,1,NULL
61598,1,9,62003
61599,2,1,NULL
61600,2,0,NULL
61601,2,2,NULL
61603,2,10,NULL
61604,1,4,61612
61605,1,45,61636
61606,2,44,NULL
61607,2,8,NULL
61608,2,1,NULL
61610,2,2,NULL
61612,2,3,NULL
61614,2,0,NULL
61615,1,14,61624
61617,2,8,NULL
61618,2,146,NULL
61619,2,0,NULL
61620,2,2,NULL
61622,1,4,61660
61623,2,0,NULL
61624,2,17,NULL
61625,2,7,NULL
61626,2,1,NULL
61628,2,3,NULL
61629,2,22,NULL
61630,2,1,NULL
61631,2,1,NULL
61634,1,8,61665
61635,1,15,61644
61636,2,63,NULL
61637,2,11,NULL
61638,1,1,NULL
61641,2,6,NULL
61644,2,7,NULL
61645,2,3,NULL
61647,2,-1,NULL
61648,2,0,NULL
61649,2,0,NULL
61651,2,2,NULL
61652,2,2,NULL
61655,1,8,61664
61656,2,63,NULL
61657,2,3,NULL
61659,2,11,NULL
61660,2,13,NULL
61663,2,1,NULL
61664,2,6,NULL
61665,2,8,NULL
61667,2,0,NULL
61669,1,15,61681
61671,2,10,NULL
61674,2,0,NULL
61675,1,6,NULL
61676,2,63,NULL
61677,1,7,NULL
61678,2,3,NULL
61680,1,7,61684
61681,2,9,NULL
61682,2,3,NULL
61684,2,11,NULL
61685,2,2,NULL
61686,2,1,NULL
61688,1,3,NULL
61689,2,2,NULL
61690,2,1,NULL
61691,1,8,61697
61692,1,5,72078
61693,2,-1,NULL
61694,2,2,NULL
61695,2,4,NULL
61696,2,0,NULL
61697,2,7,NULL
61698,2,0,NULL
61699,1,4,1476781
61700,2,0,NULL
61701,2,2,NULL
61702,2,6,NULL
61704,1,3,61726
61705,1,6,64919
61706,2,11,NULL
61708,2,0,NULL
61709,2,1,NULL
61710,2,0,NULL
61711,2,1,NULL
61712,2,3,NULL
61713,2,8,NULL
61714,1,2,61806
61715,2,3,NULL
61716,2,2,NULL
61717,2,1,NULL
61718,1,8,61721
61719,2,25,NULL
61720,2,9,NULL
61721,2,9,NULL
61722,2,0,NULL
61723,2,1,NULL
61724,2,8,NULL
61725,2,3,NULL
61726,2,2,NULL
61727,2,82,NULL
61728,2,0,NULL
61729,2,28,NULL
61730,2,19,NULL
61732,2,-2,NULL
61733,1,14,61740
61734,2,4,NULL
61735,1,22,61741
61737,2,24,NULL
61739,1,6,NULL
61740,2,11,NULL
61741,2,3,NULL
61743,2,0,NULL
61744,2,0,NULL
61745,2,6,NULL
61746,2,12,NULL
61747,1,10,1286153
61749,2,14,NULL
61750,1,7,126470
61751,2,1,NULL
61754,2,0,NULL
61755,2,-3,NULL
61757,2,0,NULL
61758,2,10,NULL
61760,1,1,61777
61761,2,0,NULL
61762,2,4,NULL
61764,2,0,NULL
61768,2,0,NULL
61771,2,0,NULL
61772,2,1,NULL
61773,2,1,NULL
61775,1,2,61816
61776,2,0,NULL
61777,2,3,NULL
61778,2,3,NULL
61779,1,2,65220
61781,1,0,66440
61784,1,7,61825
61785,1,14,61801
61787,2,2,NULL
61788,2,5,NULL
61789,2,4,NULL
61790,2,5,NULL
61791,2,1,NULL
61793,2,1,NULL
61794,2,6,NULL
61795,1,2,389330
61796,1,0,61813
61798,2,2,NULL
61799,2,1,NULL
61800,2,7,NULL
61801,2,13,NULL
61803,2,2,NULL
61804,2,2,NULL
61805,1,1,93938
61806,2,2,NULL
61808,2,0,NULL
61809,2,3,NULL
61810,2,4,NULL
61811,2,1,NULL
61812,2,10,NULL
61813,2,0,NULL
61814,2,1,NULL
61815,2,5,NULL
61816,2,1,NULL
61817,1,56,2878350
61818,2,1,NULL
61819,2,27,NULL
61820,2,1,NULL
61822,2,-2,NULL
61823,2,1,NULL
61824,2,1,NULL
61825,2,2,NULL
61826,1,13,61840
61827,2,10,NULL
61828,2,1,NULL
61829,2,6,NULL
61830,2,2,NULL
61831,2,1,NULL
61832,2,0,NULL
61833,2,0,NULL
61834,2,15,NULL
61835,2,0,NULL
61836,2,6,NULL
61837,2,7,NULL
61838,1,34,191935
61839,2,2,NULL
61840,2,26,NULL
61841,2,0,NULL
61842,2,2,NULL
61843,2,3,NULL
61844,2,1,NULL
61846,2,0,NULL
61850,1,3,61854
61851,2,0,NULL
61852,2,8,NULL
61853,1,13,61856
61854,2,1,NULL
61855,2,1,NULL
61856,2,8,NULL
61857,2,1,NULL
61858,2,1,NULL
61859,2,1,NULL
61860,2,2,NULL
61861,1,1,62589
61864,2,1,NULL
61865,2,1,NULL
61866,2,5,NULL
61867,2,0,NULL
61868,2,93,NULL
61870,1,30,61879
61871,1,1,61873
61872,1,61,66678
61873,2,2,NULL
61874,2,1,NULL
61875,2,4,NULL
61876,2,1,NULL
61877,2,1,NULL
61878,2,4,NULL
61879,2,83,NULL
61881,2,3,NULL
61882,1,41,NULL
61887,2,8,NULL
61888,1,12,61895
61889,2,5,NULL
61890,2,0,NULL
61891,2,0,NULL
61892,2,3,NULL
61893,1,1,NULL
61894,1,3,102572
61895,2,8,NULL
61896,2,6,NULL
61902,1,2,61922
61903,2,1,NULL
61906,1,1,NULL
61907,2,-2,NULL
61910,2,3,NULL
61911,2,9,NULL
61912,2,21,NULL
61913,2,4,NULL
61914,1,1,62239
61917,2,1,NULL
61918,2,22,NULL
61919,2,1,NULL
61922,2,11,NULL
61924,2,2,NULL
61925,2,0,NULL
61926,2,4,NULL
61927,1,1,4878090
61928,2,1,NULL
61929,1,4,63079
61931,2,3,NULL
61932,2,0,NULL
61933,2,35,NULL
61934,2,12,NULL
61935,2,0,NULL
61936,2,10,NULL
61939,2,3,NULL
61942,2,4,NULL
61945,2,1,NULL
61946,2,1,NULL
61947,2,10,NULL
61948,2,3,NULL
61949,2,1,NULL
61950,2,0,NULL
61951,2,1,NULL
61953,1,75,61961
61955,2,0,NULL
61956,2,1,NULL
61958,2,1,NULL
61959,1,7,61975
61960,2,4,NULL
61961,2,75,NULL
61962,2,1,NULL
61963,1,23,71826
61965,2,4,NULL
61967,1,98,62130
61969,2,0,NULL
61971,2,5,NULL
61972,1,33,61987
61973,2,0,NULL
61974,2,1,NULL
61975,2,5,NULL
61978,2,0,NULL
61980,2,1,NULL
61981,2,2,NULL
61982,2,4,NULL
61983,2,3,NULL
61984,2,4,NULL
61985,2,0,NULL
61987,2,9,NULL
61988,2,6,NULL
61989,2,0,NULL
61990,2,6,NULL
61991,2,11,NULL
61992,2,2,NULL
61993,2,0,NULL
61994,2,18,NULL
61995,1,7,62429
61997,2,0,NULL
62002,2,4,NULL
62003,2,14,NULL
62005,2,2,NULL
62007,2,128,NULL
62009,2,13,NULL
62010,2,0,NULL
62011,2,4,NULL
62012,1,3,62019
62013,1,6,65670
62016,2,3,NULL
62017,1,17,62048
62018,2,4,NULL
62019,2,8,NULL
62020,2,2,NULL
62021,2,0,NULL
62023,2,54,NULL
62024,2,0,NULL
62025,2,0,NULL
62027,1,0,68148
62028,2,0,NULL
62029,1,11,62037
62030,2,4,NULL
62034,1,1,62095
62035,2,1,NULL
62036,2,1,NULL
62037,2,15,NULL
62038,1,4,62148
62039,2,0,NULL
62041,2,1,NULL
62043,2,0,NULL
62044,1,35,62060
62045,2,2,NULL
62046,2,2,NULL
62047,2,0,NULL
62048,2,15,NULL
62049,2,0,NULL
62050,2,2,NULL
62051,2,3,NULL
62053,2,3,NULL
62054,2,0,NULL
62056,2,23,NULL
62057,2,1,NULL
62058,2,1,NULL
62059,2,0,NULL
62060,2,34,NULL
62062,1,6,101435
62064,1,15,62545
62066,2,3,NULL
62067,2,9,NULL
62069,1,8,64844
62071,2,6,NULL
62073,2,1,NULL
62075,2,3,NULL
62076,1,4,NULL
62077,1,3,62546
62078,2,1,NULL
62079,1,1,62094
62081,2,0,NULL
62082,2,69,NULL
62084,2,0,NULL
62086,1,1,62926
62087,2,0,NULL
62088,2,0,NULL
62089,2,6,NULL
62090,2,0,NULL
62092,2,6,NULL
62093,2,0,NULL
62094,2,3,NULL
62095,2,1,NULL
62097,2,1,NULL
62099,2,1,NULL
62102,1,2,70574
62103,2,2,NULL
62104,2,0,NULL
62106,1,3,NULL
62107,2,1,NULL
62110,1,25,62122
62112,2,1,NULL
62115,2,3,NULL
62116,2,5,NULL
62117,2,0,NULL
62118,2,0,NULL
62119,2,2,NULL
62120,2,1,NULL
62121,2,1,NULL
62122,2,12,NULL
62123,2,43,NULL
62124,2,0,NULL
62126,1,7,62135
62127,1,5,62150
62128,2,0,NULL
62129,2,3,NULL
62130,2,130,NULL
62132,2,4,NULL
62133,2,1,NULL
62134,2,8,NULL
62135,2,12,NULL
62136,2,0,NULL
62137,1,23,62140
62139,2,0,NULL
62140,2,25,NULL
62142,2,8,NULL
62143,2,8,NULL
62144,2,1,NULL
62146,1,1,415736
62148,2,5,NULL
62149,2,3,NULL
62150,2,4,NULL
62151,1,85,62160
62153,1,51,180008
62154,1,6,62200
62155,2,2,NULL
62157,2,3,NULL
62158,2,21,NULL
62159,1,3,62176
62160,2,146,NULL
62162,2,6,NULL
62163,2,10,NULL
62164,2,51,NULL
62165,2,0,NULL
62166,2,1,NULL
62167,2,2,NULL
62169,2,7,NULL
62170,2,38,NULL
62171,2,2,NULL
62173,1,1,NULL
62174,2,3,NULL
62175,2,1,NULL
62176,2,2,NULL
62177,2,0,NULL
62179,2,18,NULL
62180,2,5,NULL
62181,2,2,NULL
62183,2,2,NULL
62185,2,1,NULL
62186,2,13,NULL
62187,2,2,NULL
62188,1,160,66744
62189,2,119,NULL
62190,2,0,NULL
62191,2,0,NULL
62192,2,0,NULL
62193,2,2,NULL
62194,2,2,NULL
62195,2,77,NULL
62196,2,3,NULL
62198,2,6,NULL
62199,2,1,NULL
62200,2,9,NULL
62201,1,52,76136
62202,2,1,NULL
62203,2,4,NULL
62205,2,11,NULL
62206,2,2,NULL
62207,2,2,NULL
62208,2,2,NULL
62209,2,2,NULL
62210,2,5,NULL
62213,2,0,NULL
62214,2,4,NULL
62215,2,0,NULL
62217,2,29,NULL
62218,2,1,NULL
62219,1,0,62224
62220,2,358,NULL
62221,2,1,NULL
62222,1,76,62582
62223,2,0,NULL
62224,2,4,NULL
62225,1,2,62336
62226,1,1,62249
62227,2,1,NULL
62229,2,1,NULL
62230,1,0,NULL
62231,2,21,NULL
62232,1,1,62238
62233,2,0,NULL
62235,2,6,NULL
62237,2,10,NULL
62238,2,3,NULL
62239,2,2,NULL
62240,2,1,NULL
62241,1,48,62257
62242,2,1,NULL
62243,2,2,NULL
62244,2,174,NULL
62245,1,3,62898
62246,2,0,NULL
62248,2,0,NULL
62249,2,2,NULL
62250,2,1,NULL
62251,1,12,4023292
62252,2,7,NULL
62253,2,1,NULL
62254,2,1,NULL
62255,2,4,NULL
62256,2,7,NULL
62257,2,16,NULL
62258,2,0,NULL
62261,2,3,NULL
62262,2,3,NULL
62264,1,34,72874
62265,2,0,NULL
62266,2,14,NULL
62267,2,5,NULL
62268,1,1,62390
62269,2,0,NULL
62270,2,6,NULL
62271,2,-1,NULL
62273,2,1,NULL
62274,2,1,NULL
62275,2,3,NULL
62276,1,22,62335
62277,2,2,NULL
62278,2,1,NULL
62280,2,3,NULL
62282,2,5,NULL
62283,2,11,NULL
62284,2,0,NULL
62285,2,0,NULL
62286,2,2,NULL
62288,2,1,NULL
62289,1,204,NULL
62290,2,3,NULL
62291,2,17,NULL
62292,1,10,62306
62293,2,0,NULL
62294,1,9,63683
62296,2,2,NULL
62297,2,1,NULL
62299,2,8,NULL
62300,2,2,NULL
62301,2,9,NULL
62303,2,42,NULL
62304,2,10,NULL
62305,2,4,NULL
62306,2,15,NULL
62307,2,1,NULL
62309,2,0,NULL
62310,2,7,NULL
62311,2,1,NULL
62312,2,2,NULL
62313,2,1,NULL
62314,2,0,NULL
62315,2,3,NULL
62316,2,44,NULL
62317,1,2,62367
62318,2,26,NULL
62321,2,160,NULL
62322,1,1,NULL
62323,2,3,NULL
62324,2,0,NULL
62325,2,0,NULL
62327,2,5,NULL
62328,1,24,63076
62329,2,3,NULL
62330,2,0,NULL
62331,2,1,NULL
62332,2,1,NULL
62334,1,6,62345
62335,2,10,NULL
62336,2,2,NULL
62340,1,5,62522
62344,2,0,NULL
62345,2,13,NULL
62346,2,0,NULL
62347,2,4,NULL
62349,2,0,NULL
62351,2,0,NULL
62352,2,1,NULL
62353,1,110,62637
62355,2,1,NULL
62356,2,1,NULL
62360,2,0,NULL
62361,2,1,NULL
62362,2,1,NULL
62363,2,0,NULL
62365,1,6,62381
62367,2,7,NULL
62368,2,1,NULL
62370,2,26,NULL
62372,2,0,NULL
62374,2,1,NULL
62376,2,4,NULL
62377,2,0,NULL
62379,2,2,NULL
62381,2,2,NULL
62382,1,0,86917
62384,1,4,64545
62386,2,0,NULL
62389,1,9,62416
62390,2,1,NULL
62396,2,1,NULL
62397,2,0,NULL
62398,1,3,NULL
62399,2,2,NULL
62401,2,7,NULL
62402,2,1,NULL
62403,1,1,62487
62406,1,0,63381
62407,2,11,NULL
62409,2,0,NULL
62410,2,0,NULL
62411,2,0,NULL
62412,2,1,NULL
62413,2,3,NULL
62415,2,1,NULL
62416,2,4,NULL
62417,2,-1,NULL
62418,1,23,62457
62420,2,0,NULL
62423,1,5,NULL
62424,2,1,NULL
62425,2,0,NULL
62426,2,1,NULL
62427,2,0,NULL
62429,2,10,NULL
62430,1,9,62475
62431,2,6,NULL
62432,2,4,NULL
62433,1,6,NULL
62434,2,0,NULL
62436,1,3,78123
62437,1,4,NULL
62438,2,-1,NULL
62440,2,1,NULL
62441,2,5,NULL
62443,2,0,NULL
62447,1,0,NULL
62448,2,1,NULL
62449,1,13,247108
62451,2,2,NULL
62453,2,2,NULL
62455,2,0,NULL
62456,2,2,NULL
62457,2,25,NULL
62460,2,5,NULL
62461,2,1,NULL
62462,2,0,NULL
62464,2,3,NULL
62465,2,3,NULL
62468,2,1,NULL
62469,2,1,NULL
62470,2,1,NULL
62472,1,3,63389
62473,2,1,NULL
62475,2,8,NULL
62477,2,1,NULL
62478,2,0,NULL
62480,2,0,NULL
62481,2,0,NULL
62482,2,3,NULL
62485,2,0,NULL
62486,2,1,NULL
62487,2,1,NULL
62488,2,0,NULL
62490,1,5,NULL
62491,1,9,62615
62492,2,1,NULL
62493,2,0,NULL
